20180818 blk amd64 20181022 crypto_kem babybear try 4d4a4e2756a0d2b3939ee816626d7600513d58bbdb9dd64a76679b8e183fef95/3d1c6842ec94282e3e9266063460ea6d488a366a40bef7b25a5afae50484f2ae ok 224955 48711905 4600000000 crypto_kem/babybear/lowmem gcc_-march=native_-mtune=native_-O3_-fomit-frame-pointer_-fwrapv
20180818 blk amd64 20181022 crypto_kem babybear try 4d4a4e2756a0d2b3939ee816626d7600513d58bbdb9dd64a76679b8e183fef95/3d1c6842ec94282e3e9266063460ea6d488a366a40bef7b25a5afae50484f2ae ok 181001 41187430 4600000000 crypto_kem/babybear/opt gcc_-march=native_-mtune=native_-O3_-fomit-frame-pointer_-fwrapv
20180818 blk amd64 20181022 crypto_kem babybear try 4d4a4e2756a0d2b3939ee816626d7600513d58bbdb9dd64a76679b8e183fef95/3d1c6842ec94282e3e9266063460ea6d488a366a40bef7b25a5afae50484f2ae ok 902812 193602208 4600000000 crypto_kem/babybear/ref gcc_-march=native_-mtune=native_-O3_-fomit-frame-pointer_-fwrapv
20180818 blk amd64 20181022 crypto_kem babybear try 4d4a4e2756a0d2b3939ee816626d7600513d58bbdb9dd64a76679b8e183fef95/3d1c6842ec94282e3e9266063460ea6d488a366a40bef7b25a5afae50484f2ae ok 153361 34938983 4600000000 crypto_kem/babybear/vec gcc_-march=native_-mtune=native_-O3_-fomit-frame-pointer_-fwrapv
20180818 blk amd64 20181022 crypto_kem babybear implementation crypto_kem/babybear/vec - 
20180818 blk amd64 20181022 crypto_kem babybear publickeybytes 804 
20180818 blk amd64 20181022 crypto_kem babybear secretkeybytes 40 
20180818 blk amd64 20181022 crypto_kem babybear outputbytes 32 
20180818 blk amd64 20181022 crypto_kem babybear ciphertextbytes 917 
20180818 blk amd64 20181022 crypto_kem babybear cpuid GenuineIntel-000906ea-bfebfbff_ 
20180818 blk amd64 20181022 crypto_kem babybear cpucycles_persecond 4600000000 
20180818 blk amd64 20181022 crypto_kem babybear cpucycles_implementation amd64cpuinfo 
20180818 blk amd64 20181022 crypto_kem babybear compiler gcc_-march=native_-mtune=native_-O3_-fomit-frame-pointer_-fwrapv 7.3.0 
20180818 blk amd64 20181022 crypto_kem babybear keypair_cycles - 38933 52059 39824 38965 39021 39011 38937 39056 38814 38932 38935 38735 38927 38776 38981 38918 38846 38832 38947 39801 39016 38814 38918 38903 38808 38936 38933 38836 38806 38933 39065 38879 
20180818 blk amd64 20181022 crypto_kem babybear keypair_randombytes - 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 
20180818 blk amd64 20181022 crypto_kem babybear keypair_randomcalls - 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
20180818 blk amd64 20181022 crypto_kem babybear enc_cycles - 57603 62955 58718 57708 57720 57500 57637 58462 57432 57607 57522 57662 57601 57537 57623 57696 57419 57547 57601 57484 57714 57444 57462 57732 57517 57609 57603 57583 57522 57650 58270 57547 
20180818 blk amd64 20181022 crypto_kem babybear enc_randombytes - 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 
20180818 blk amd64 20181022 crypto_kem babybear enc_randomcalls - 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
20180818 blk amd64 20181022 crypto_kem babybear dec_cycles - 94926 98112 95611 95206 95107 94897 94969 94915 94994 94787 95002 94981 95032 95023 94818 95001 94734 94756 94926 94757 95093 94623 94940 94883 94694 94851 95019 94766 94952 94894 94920 94746 
20180818 blk amd64 20181022 crypto_kem babybear dec_randombytes - 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
20180818 blk amd64 20181022 crypto_kem babybear dec_randomcalls - 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
20180818 blk amd64 20181022 crypto_kem babybear keypair_cycles - 38890 39189 38969 38884 38826 38999 38895 38930 38875 38900 38933 38814 38888 38778 38886 38884 38832 39473 38903 38910 38895 38868 38826 38945 38860 38995 38890 38885 38842 38995 38782 38944 
